text,classification
desde 8 de nov dia da eleição o mercado de ações cresceu $3.2 trilhões e a confiança do consumidor está em uma al _ ,0
@joaquinvoltou o tuiter ainda respira ,0
@dilmabr quero dar minha solidariedade ao povo do rio e apoio ao sergio cabral. estamos juntos nesse enfrentamento com o crime organiza _,0
acredite se quiser existe agora 'agefluid' - faz parte da ideologia de gênero provavelmente - que faz parte do ati _ ,0
vei kkkkkkkkkkkkkk tá pra existir coisa mais burra do que homem que acha que mulher tem que trocar de sutiã td dia,0
pnr em coimbra formação e compromisso  #pnr #portugal,0
@marc3lors marcelo..assim foi o que a europa pensou..e está no caos pq deles. sabe porque dubai não recebe eles ?pq da religião extrema,0
pensar no social? pra que o bang é crescer economicamente foda-se as minorias nao é mesmo #bolsonaro2018,0
'apenas uma brincadeira' dizem ,0
@yes_anamia n aguento mais ser sozinha n aguento mais ser gorda n aguento mais ser feia n aguento mais ser um peso morto no mundo  n ag _,0
adeus #obama!  'faça boa viagem!'. ,0
'que tal trocar seu parabéns por respeito o ano inteiro' mas eu não te dei parabéns,0
de @rpsantos1970 aproveitamento da chamada “crise dos refugiados”  #pnr #portugal #refugees,0
venezuela não tem papel higiênico e a mulherada vai lá fazer cirurgia plástica. vai dar certo sim,0
morena de angola ficou mais conhecida na voz da clara nunes. não sei qual versão é mais bonita dela ou do chico ... <3,0
mais pura verdade. a grande imprensa não aceita sua vitória é só 'bate' nele desde a posse. ,0
@gabrielplnheiro feliz dia internacional da mulher    margaret thatcher no tanque ,0
@flaviobolsonaro o @reinaldoazevedo pode usar seus canais para defender o psdbista de estimação que quiser mas não para cometer crime _,0
@marciabasto parabéns mesmo! ,0
'acho seus argumentos ridículos não mudarão minha opinião mas eu não consegui refutar nem uma linha' resumo 'eu _ ,0
esquenta adoro esse programa mto cultural aborda varios problemas tem favela tem pagode amoooo,0
top 3 filmes superestimados laranja mecânica o fabuloso destino de amelie poulain alice no país das maravilhas,0
pqp o @carpinejar tá me fudendo com essas verdades absolutas!!! #genio,0
@ericksoneriie @curate_angola não sei nunca vi o desenho em questão porém se é para idades que não podem ver beijo gay também não pod _,0
@anapaulavolei @rachelsherazade @joaquinvoltou @danilogentili tô chegando dos you és ei e levando trumpão da massa!!,0
@gabrielplnheiro franceses saíram pra protestar a favor da le pen e dos candidatos de direita ,0
@ohfazfavor o presidente a ser o presidente ,0
é o negro a cada ano quebrando um novo tabu.,0
@senor_thompson eu tive um galo que quando ficava azul trazia bom tempo.,0
@olhosvioleta_ ah mulheres! o que seria de nós sem vocês? a gente nada seria.,0
isso é golpe contra o cunha,0
@capitalismoop eu gritei aqui quando vi hahahahahahaha,0
@jornaloglobo vai um homem falar o recíproco!!!,0
@bea_ap18 até dá gosto sair de casa com este tempo,0
caramba hein agora vai... ,0
a mulher é deposta do cargo por maquiar balanço público e quer se candidatar!!  só o brasil mesmo pra permitir ess _ ,0
@marvelgrrrl não deveria mas usa.,0
entrevista. catarina kinnvall “é similar a forma como o islão radical e a extrema-direita mobilizam” ,0
espero que tenham gostado da nomeação do juíz neil gorsuch para a corte suprema. ele é um homem bom e brilhante respeitado por todos.,0
@flaviomorgen as pessoas sabem o que significa o pib de 2016? que em 2 anos o país está 736% mais pobre? se soubessem petista não sa _,0
@mvsmotta um eleitor do trump foi agredido por delinquentes de esquerda e outro não. tente achar o porquê. ,0
bom dia pra quem #bolsonaromerepresenta ! #bolsonaro2018 ,0
@__jdf hoje o talho do mota não só não é vandalizado como ainda lá vai encontrar um porco e dois presuntos embrulhados em papel azul e _,0
@boloposte aqui se pode ver como ederson apesar de tocar na bola primeiro depois atropela o seu adversário. penalty bem assinalado co _,0
agora sim lisboa estamos prontos para começar ,0
@oiluiz não vi esse não vou vencer meu preconceito com ele e ver hahahahaha,0
pedro não aguentou ver uma carne diferente da angola e já foi molhando o perú kkkk coitada da helô,0
uma geração de jovens que ao invés de estar bebendo brigando jogando bola e vendo mulher pelada... passa o sábado no cblol 7x1 foi pouco,0
cáritas lisboa tem 2m euros no banco há 10 anos. se tivessem confiado no espírito santo já não o tinham. podem ser beatos mas não são parvos,0
@aninha_ebc tem galinha gisada? ahhh me convidaaaaaaaaaaaa rsrs #saudadedepernambuco,0
mais uma da guerreira @dianafigueredoo ao vivasso & receba @mandy_sant ,0
que texto maravilhoso  ,0
@estadao nunca vi esses 'coletivismo' lutando pelos direitos da mulher no islamismo. elas são só massa de manobra d _ ,0
estamos de olho !foram 2milhoes de assinaturas mas hoje somos muito mais descontentes com essa roubalheira. ,0
é desmascarado e vem com ironia  hahahaha ,0
@sadboykevyn  nunca penses que algo 'é o mais qualquer coisa'. quando se pensa ter chegado ao fundo percebe-se que não há fundo.,0
“com o pnr coimbra tem mais encanto“ @vitormramalho    #pnr #autarquicas2017 ,0
@ilisp_org 30 fatos que mostram como a esquerda é incoerente e hipócrita ,0
adorando essa cerimônia só nao to entendendo esses monte de país subdesenvolvido no meu estádio,0
no sábado dia 24 de setembro pelas 20h00 o pnr realiza o seu “jantar de reentrada política” em lisboa. ,0
parabéns deputado roberto de lucena .isso sim é proteger o povo.se eu pago impostos e esses vão para pagar a... ,0
@midianinja #argentina buenos aires agora! só cresce tá lindo! #niunamenos #parointernacionaldemujeres #8m #vivasnosqueremos foto @em _,0
@arigfeijo ver homossexuais não faz ninguém homossexual. assim as crianças não ficam preconceituosas e vão respeitar a orientação sex _,0
@marisa_lobo o que quer dizer exatamente? ,0
que bonito hein! que cena mais linda será que eu posso participar com o casalzinho ae? ,0
@rodolfogbw como a esquerda é quem manda no coletivismo feminista..e eles nao querem falar mal de islã = todas cala _ ,0
@amtc74 @capazes nossa que estranho,0
@rpsantos1970 já fomos grandes e respeitados e podemos voltar a sê-lo. renovar portugal não é uma missão é uma obrigação juntos vamo _,0
sugiro que todos os ateus corajosos leiam a bíblia para confrontar os cristãos.#euapoio rss ,0
@fcmorango dá uma fuçada lá primeiro livro da minha amiga @melaineribeiro www.aescritoraeomusico.blogspot.com eu reviso,0
uma #mulherdeverdade gosta de agradar e dar carinho ao parceiro mas não faz nada  apenas pelo outro ou que a desagrade.,0
@jotainfo polêmica da semana prisão em 2ª instância vale para quem tem foro? fux liberta juiz condenado e reacende debate  _,0
'de manhã eu fico sozinha em casa porque todos os meus irmãos vão pra escola e minha mãe vai trabalhar. aí eu... ,0
11 dicas de como fazer – e manter - amizade com outra mulher ,0
hoje eu vou na igreja,0
avaliação do nosso livro #meuamigosecreto feminismo além das redes na @amazonbr  obrigada! ,0
@gabrielplnheiro @ibrags quem tem mitomania sou eu que sou fã do bolsonaro   hahahahahahah  zuera,0
@rpsantos1970 eu não pretendo exigir nada só apelo ao vosso bom senso!  não será altura de mudar!? @pnr  #pnr #renovarportugal #portug _,0
essas pessoas acabaram de visualizar seu perfil ,0
@lewis_face o erro do #psg  foi jogar de branco o #barça pensou que  fosse #real_madrid #msn,0
@fhenriques todos os estados excepto dois e não cumprem as suas obrigações em relação a acolhimento de refugiados vindos de e _,0
melhor diálogo da internet ,0
chegou a quaresma! ,0
@glaciefranca @otmar03 o sbt virou o quê? a 'jornalista' analice nicolau disse que bolsonaro falou 'você não merece ser estuprada porq _,0
@zecolmeiazuero @marisa_lobo tem dinheiro para isso mas não conseguem fazer uma simples ressonância magnética. pra essas coisas tem di _,0
@marlenebicalho qq dia te relato umas. sou pós-graduada em auto-flagelação e m formei em 'desligamento'. apelido d infancia maria desastre.,0
esse bom tempo está assim agora pra me receber de volta vocês não percebem ... é para eu não sentir o choque de angola pra portugal pá..,0
@amandajanainne as dicas 1 e 6 são incríveis vale a pena ler <3 mas hoje eu só queria imprimir a 9 e colar na testa.  _,0
@coisasdelouco gtdá uma fuçada lá primeiro livro da minha amiga @melaineribeiro www.aescritoraeomusico.blogspot.com eu reviso,0
enem questão 1 oooooooooooooooooooooooooooooooooooooooooooooo   sometimes   vida de gado   ana julia   pa gangnam style,0
@nostrendsbrasil  “filha de petista posta foto em que coloca maconha na boca de cachorro”   _,0
algumas razões para explicar o fenômeno bolsonaro @bolsonarosp  @flaviobolsonaro @carlosbolsonaro  ,0
@alexandregarcia chegamos aos 120 mil amigos no meu primeiro programa sem gravata e só com mulheres. bem-vindos e vamos em frente! por _,0
@pastormalafaia um leitor disse a democracia no brasil presupõe q você ñ tem direito a opinião a ñ ser q concorde com a ideologia de _,0
@joaquinvoltou esse p.s.g. é um são caetano que fala francês,0
que bonito!... os democratas a mostrarem de cara tapada o seu mau perder. gentalha selvagem! #trumpinauguration ,0
se tu não usar um sutiã branco fica mostrando tudo,0
@ariadnetelles não sei só estamos divulgando =,0
em breve no brasil...com a aprovação da pl do imigrante proposta pelo motorista do mariguella @aloysio_nunes nunes ,0
que comece o desespero #carnavalacaboue feliz 2017 ,0
vamos desenhar pra ver se  @globonews e @jornalnacional entendem... #muslimban ,0
é pra isso que eu pago imposto! ,0
liberdade e direitos das mulheres não podem ser postos em causa! #liberdade #islão #mulheres #portugal ,0
sim eu tenho mais o que fazer do que ficar twittando para seu entretenimento!,0
@miguelcarvalhu  quem falou em erros velhos? eu disse que preferia evitá-los.  não quero o caminho errado que andamos a levar. há mal nisso?,0
@leandroow3 só pode comemorar quem viu o pai voltar com o cigarro,0
acho que meu sono resolveu desaparecer junto com o meu dinheiro espero um dia tê-los de volta,0
@umtricampeao jogador do tondela vê o segundo amarelo depois de ser agredido com uma cotovelada por soares. apito dourado de volta?  _,0
'o feminismo é importante demais para ficar nas mãos das feministas' - saiu na @folha em pleno 8 de março,0
quando o combate ao capitalismo e a ideologia de gêneros nas escolas falham miseravelmente ,0
onde estão as feministas ??? ,0
@edmilsonpapo10 desmascarando @reinaldoazevedo em março de 2016 ele dúzia que dilma lula cardoso e mercadante agiram contra a lava ja _,0
a grande questão aqui é por que há tantos furos ilegais vindo de washington? haverão estes furos quando eu negociar _ ,0
a diferença de quem tem vergonha na cara vs vagabundo ,0
@gentebranca1 os rts que eu dou ou links de tweets que eu posto eu fico esperando que vcs me ajudem a 'ensinar' como podem no passaran!,0
@pastormalafaia os medíocres q ñ tem argumentos estão livres para xingar e caluniar.continuem aqui é sinal q tenho algum prestígio kkk _,0
confira entrevista da artista negra brasileira priscila rezende ao site laplisitol um site construído por... ,0
@mvrcvsboyy dei um pulo no teu twitter pra entender melhor a tua visão de evolução tu não és culpado quando cresc _ ,0
não têm mais que fazer? que falta de seriedade nas notícias! já agora ridículos puritanos os 2 pesos e medidas... _ ,0
@redeglobo só reparei nas tetona da ana paula mesmo a merda que vcs escrevem eu ja nem me surpreendo mais,0
meu deus não pode ser sério isso!! numa cidade em que pessoas morrem na fila do hospital! absurdo!! ,0
santa maria da feira recebeu o pnr no 1º de dezembro  #pnr #portugal,0
@implicante_org sinal de que estão com medo de bolsonaro a imprensa já trabalha pautas ridículas contra ele   _,0
o discurso do socialismo pode até ser bonito mas só no capitalismo que tem comida iphone viagem pro exterior e etc,0
interessante alguns países do oriente médio concordarem com o veto. eles sabem que se algumas pessoas forem permiti _ ,0
“apropriação de culturas árabes não é moda é pacto narcísico” by @metaforica_gabi ,0
racismo está nos olhos de quem vê,0
esse futebol de hoje 'politicamente correto' e 'profissional' não é coisa de homem de verdade...é de mariquinha..futebol tem que ter porrada,0
nosso livro tá com um mega desconto na @amazon! sai só por r$ 1794!  via @amazon,0
as supostas revoltas nas cidades natais de alguns republicanos são na verdade em muitos casos premeditadas por at _ ,0
@dianafigueredoo 'feliz dia da mulher pra nós' disse fernanda que não menstrua não engravida e prestou alistamento militar obrigatório _,0
@carlosmvrtins @curate_angola desculpa eu gostava de conseguir respeitar a tua opinião mas não consigo. se eles são felizes pq contrariar?,0
@estadao seu comunismo na venezuela é lindo ne ? pra vc nao falta nada e pro povo ? ,0
@arthurmedal vc literalmente não deve ter nada pra fazer viu.,0
@gabrielplnheiro porra o patriota tbm né,0
#hqeh não pergunta à esposanamorada onde ela quer ir. fala pra onde eles vão e pronto.,0
@felipefepacivil o bom de viajar só com a mochila é pq é só uma mochila,0
@robsonhreal orgulho hetero seempreee .,0
e mais odeia o bolsonaro? então fala ai dos projeto dele q tu discorda e porquê.vamos ver sua inteligencianível d _ ,0
olha aí o dep ex.bbb  pressionando  a procuradoria para prejudicar o prefeito de ariquemes _ ,0
a redução da pena para estupro de vulnerável seria um retrocesso gigante na legislação brasileira. primeiro... ,0
@blogkatia desvinculação de receitas da união dru permite ao governo federal usar livremente 30% de todos os tributos federais vincul _,0
a mídia de notícias falsas desconhece a verdade deliberadamente. grande perigo ao país. o @nytimes falido virou pia _ ,0
@jefersonstutz não sei oq pensar.,0
@joabee_ isso é mt mais relevante do q dar desconto para mulheres. ao invés disso eles promovem o trabalho intelectual delas. parabéns _,0
a @fernandalimabah e seu programa de sexo acham um absurdo as famílias não falarem abertamente de sexo em casa.  até pq ela certamente...,0
amor próprio e liberdade foram o mote da campanha da insecta shoes para o dia internacional da mulher que contou... ,0
@mrleoben se for assim meus filhos já não vão ver disney.. ,0
quanto ao #planonacionaldereformas só há um mesmo eficaz o #pnr! o resto é conversa...,0
@pablovillaca pooo esse aí é otimista hein,0
humm... não sei se entendi... quer 'respeito' mas não se dá ao respeito? é o que dá o efeito dos fumos. @mileycyrus ,0
@igald_ pensa em alguém com o cu na mão esse sou eu ,0
mulheres não perdoam a gleisi hoffman... kkk   #diadamulher feliz dia das mulheres dia internacional da mulher _ ,0
@sexualinatural uma oportunidade imperdível pra quem está na região.@marisa_lobo @prarleilopes @um_novovencedor @sarahsheeva  _,0
esquerdopata vai pra,0
alguém topa uma com a cabeça do @powtergaist empalada? dê fav pra testar ,0
negociação do salário mínimo em portugal  #pnr,0
@joaquinvoltou sobre esse tal de goza na minha boca ,0
brigadeiro branco com uva  ingredientes 3 latas de leite condensado 1 lata de creme de leite 1 pita ,0
como resolver a situação do brasil     investigar o presidente da câmara    investigar o helicóptero de cocaína x fora dilma,0
se fosse ao contrário? lobos comunistas fariam um escândalo e toda mídia cobriria. prof. @odecarvalho sabe bem dis _ ,0
estou aguardando algum pedido c burca ou será que já tem?. mulheres que a usam fora do deserto onde não há tempe _ ,0
@publico  haja administrações com juízo! finalmente as coisas parecem estar a mudar. @realdonaldtrump,0
gnt eu n sou sapatao  esse viado q me chama assim kkk,0
@g1 hahahah  só 3 maconheiras vaiam o mito vira notícia e isso aqui g1?,0
feliz dia presidencial - vamos tornar a américa grande novamente!,0
@amariemachado overdose de tourete foi muito bom hoje no porto. só isso e #racharlenhapreta,0
bom dia você que paga de pegadora espalha tudo e sempre dá um jeito de contar suas aventuras. quem muito fala pouco faz..,0
deves achar q o mundo gira a tua volta tem mais de 7bilhoes no planeta terra... nem tudo oq falo é para ti,0
@pastormalafaia palhaços! a secretaria da justiça e da cidadania de sp multa levy fidelix por discriminação homofobica. entra com uma _,0
@pastormalafaia felipe neto é uma honra ser caluniado por um inescrupuloso como você.vou lhe dar a chance na justiça para você provar _,0
vagabundo!!!  se não tivessem filmado o que aconteceria aos policiais?  via @youtube,0
@g1 união europeia ameaça com sanções países que não recebem refugiados  #g1 ,0
americanos são amplamente contra cidades santuário' ,0
o dia é das bruxas mas a noite é dos solteiros,0
você que larga indireta no twitter acaba pagando vale de abandonada com toda a timeline. quem realmente deveria ser atingido nem vê.,0
@gabrielplnheiro caralho agora que eu to lembrando esse sexta-feira 13 é o primeiro que o jason usa mascara né?,0
após 10 anos de ivg interrupção voluntária da gravidez os números de abortos diminuíram e o índice de... ,0
@benjaminruiz @justiceiro_sujo eu diria que vcs atendem uma necessidade pública essencial expor a hipocrisia do politicamente correto! _,0
feliz dia de são valentim ,0
quando @realdonaldtrump utilizou a expressão “you are fake news” teve toda a razão!   #portugal,0
@mvsmotta qual o motivo do chilique do reinaldo azevedo contra a joice hasselmann?,0
e os nazistas não eram os únicos não. tivemos personagens preconceituosos no brasil. pessoas públicas que delataram judeus refugiados...,0
@tonhodrinks verdade tá todo mundo comemorando realmente aqui na rua fizeram até um churrasco tem pagode e os cacete   _,0
cristãos maltratam gays e mimimi @pastormalafaia @felipeneto @estadao @otmar03 @inesbolsonaro @misscaviar _ ,0
@batman_reaca @arantxanome eu com 20 cm não consegui curar,0
é mesmo o lula tá com 70% 70% de chance de ser preso ainda esse mês ,0
@gabrisinhas @leolimaduarte rindo do próprio racismo essa é d+,0
@joaquinvoltou alô revoltados com ladrão hospitalizado vão na fila do s.u.s. senti pena do povo humilde que leva ferro todo dia por c _,0
@pickamiolos pois...é como estamos...,0
não devia boiar em condições ,0
@g1 3 maconheiras vaiam o mito vira notícia e isso aqui g1?  ,0
sera que o povo do meu serviço vai notar se eu levar um colchão amanha,0
como amigas de verdade se tratam ,0
samy e neguinha...juntas sempre... ,0
feliz dia da mulher ....da m-u-l-h-e-r   #diadamulher #bolsonaroreidomundo feliz dia das mulheres dia internaci _ ,0
jonas marca após truque de magia do sálvio. os nossos rivais é que têm razão. o benfica manda mesmo nisto tudo #aculpaédobenfica,0
@agnaldoregojr  2 o fato de o cidadão de bem passar a portar uma arma não o transformará em bandido. crime é questão de índole!,0
@gabrielplnheiro olha essa menininha que apoia o trump ,0
a malta do la la land conseguiu festejar a vitória durante menos tempo do que o passos e o portas em 2015!..,0
é verdade que o cnd não permitiu o fbi verificar o servidor ou outros equipamentos após descobrir que foram hackead _ ,0
@favcamzjb cheguei à conclusão de que eu sou feia e gorda,0
10 de junho marcha da nacionalidade partilhe e convide amigos! #portugal #omundoacabaamanhae #renovarportugal #pnr ,0
@rafaelwinters_ @marisa_lobo tenho 22 anos e desde que me entendo por gente existem estas mesmas reclamações sobre o sus nunca foi bo _,0
pagando minhas contas fim ,0
queria que os psicólogos explicassem esse ocorrido. pois pra mim isso é possessão demoníaca.  está repreendido... ,0
@toquedeveludo agora um poema eu sou sapatão.  e sapatão sempre vou ser pq gosto de pepekas e a sua eu quero comer. ,0
e tava reclamando que sou gorda e feia vou continuar assim,0
política + religião = sucesso,0
um governo corrupto refleti em todos os poderes a total corrupção. matar bebês é a maior corrupção humana.... ,0
nem uma menos no stf  via @cartacapital,0
ui...um gajo chamado mahershala ali a ganhar um óscar...esta noite o trump não larga o twitter #oscars,0
bom dia companheiros! alguém sabe a que horas chega o asteróide? é para  saber se ainda tenho tempo para comprar o livro das quintas-feiras.,0
@alemagnnusb racista-machista sem argumentos é o que mais tem,0
presidente trump parabeniza exxon mobil pelo seu programa de investimento de geração de empregos' _ ,0
@msjuh_ e onde a espécie humana se reproduz? no saco ou no útero?,0
@odecarvalho derrubar o estatuto do desarmamento será a maior vitória do povo brasileiro ao longo de toda a sua história.,0
confissões de um @homemdeverdade  na hora do banho toma sem pressa curte a água não limpa o umbigo e soca uma bronha melhor parte !,0
o @gduvivier adora passar uma vergonha ,0
julgam-se de mente aberta e livres mas são carneiros submissos! consomem o 'pronto-a-pensar' e são escravos do poli _ ,0
mano que mulher é essa que tá no master chef  me sinto mt burra #masterchefbr,0
bem vindos esses novos lindos da minha tl! @maitabom @acarioca_ @luccy_mara kisses de verdade!,0
com tantos jornalistas à sua volta pinto da costa já nem um café com leite pode tomar tranquilamente em guimarães...,0
love on top mas de fufas estou lá,0
@jaunsvloame essa é a mina do bbb que mandou o cara botar leitão quente na boca dela,0
'deseja feliz dia das mulheres mas resto do ano fica classificando 'essa é feia' 'essa é gorda' 'essa é gostosa' ta e dai?????,0
deixou o dia da mulher passar em branco e agora não sabe como presentear? veja as nossas dicas de presente ideal... ,0
o argumento 'abriram o bueiro' mas não refuta uma só linha do que eu falei!  a verdade tortura né? ,0
de #brexit a #pexit o efeito dominó  #portugal #renovarportugal ,0
#diadasmina #meuamigosecreto @ livead são paulo ,0
segundo psico-pedagogos isso começa por volta dos 3-4 anos logo estamos de acordo que antes disso é impróprio ou nã _ ,0
a bomba encontrada na nazaré foi logo detonada já a do panamá está quase há um ano no expresso à espera da brigada de minas e armadilhas.,0
trailer que é bom nada né @hbo,0
@ajulysantos isso! a mulher não precisa ser obrigatoriamente feminista para ser mulher  porque a maioria não comp _ ,0
@opauloalmeida bilhetes disponíveis aqui ,0
podence e geraldes devem voltar amanhã para o sporting. acho bem. um balneário precisa de jogadores que saibam o que é ganhar títulos,0
vamos impedir que o #frouxo ganhe galera prefiro crente batendo na minha porta de manhã do que bandido pulando o muro à noite,0
@carmencorreia3 glória a deus! ,0
@sarahlskarafiol são refugiados e eles podem tem o direito de não aceita-los mesmo eu sendo contra essa ação da hungria.,0
e o futebol feminino eim? alguém foi em algum jogo depois da olimpíada pra dar apoio ou vão esperar 2020 pra reclamar dá falta de incentivo?,0
#diadasmulheres  já leu uma mulher hoje? ,0
meigo!  nada como um bom e forte capitalismo de estado. ,0
@ademiralvim @arantxanome brincamos com isso mas a doutrinação ideológica no ensino e na mídia é nosso maior inimigo. fabricam todo ti _,0
no 10 de junho com a nossa habitual #marchadanacionalidade arranca a campanha autárquica do #pnr. venha connosco! _ ,0
já tô com o  apertado de saudades de angola e ainda me contam que abriu um open jump no praia de belas. não é just _ ,0
@aguedescartoon reinaldo azevedo foi a favor da lava-jato até a queda do pt. depois disso passou a atacar moro já o chamou de ditador! _,0
vc chega na casa de alguém 'pode entrar a casa é sua' vc responde 'então sai daqui n quero visitas agora' e fecha a porta na cara da pessoa,0
to começando a acreditar que jesus foi crucificado por ter feito uma piada do nordeste,0
o eduardo bolsonaro nao cuspiu no jean isso é tudo truque de vídeo seus manipulados,0
a caminho da base militar andrews com o primeiro ministro shinzo hoje mais cedo. ,0
já começaram a comparar o preço do ovo de páscoa com barra de chocolate?,0
observação importante sobre o #diainternacionaldamulher ,0
sua mãe admirando as estátuas qdo faz turismo ,0
'sei que posso dar mais' disse carrillo numa noite fria...,0
@pintomondim a psp interceptou o q julgavam ser um automóvel sem condutor em excesso de velocidadeapurou-se mais tarde q ao volante ia _,0
decididamente o marques mendes está a perder qualidades. já nem a presença dos radares da psp consegue adivinhar. sad...,0
a entrevista mais longa do super bowl com @oreillyfactor hoje à noite às 800 pm 000 br. divirta-se! ,0
@veja alguém duvida que vai ser mais uma matéria pra denegrir o bolsonaro? ,0
@istevenoficial  obrigada... só se for agora....rs,0
ue ameaça com sanções países que não recebem refugiados    #noticias,0
quando os mexicanos querem entrar nos eua pra roubar emprego ,0
@alex_borges resumi para vocês um pronunciamento sensacional do bill whittle feito dois dias depois da eleição do ano passado....  _,0
atualização semanal junte-se a mim aqui ,0
@osprimitivos o q falta para o povo nordestino derrubar a família sarney do maranhão não é a corrupção mas sim uma piada sobre o no ...,0
@lichteritter frança rinoceronte branco de 4 anos do zoo thoiry foi baleado e teve um chifre cortado na noite de 2a p 3a dentro do z _,0
#bolsonaropresidentedacamara certeza que os jornais vão dar um jeito de falar mal dessa tag.,0
vou ler a opinião de vcs... eu não achei nada demais a piada pras pessoas se revoltarem tanto... mas dependendo da opinião de vcs eu apago,0
video clipe da semana ,0
mesmo a pedidos me recuso falar do bbb! @homemdeverdade não entra em programinha pra ganhar milhão. a gente ganha na batalha do dia a dia!,0
@acarioca_ dê mais valor aos sentimentos porque o dinheiro um dia acaba e a maquiagem sai com água.,0
quando estás num primeiro date com uma miúda e do nada ela diz 'também já te vês a casar comigo e a ter filhos lind _ ,0
sua vida está protegida por milhões de brasileiros que oram por ele todos os dias.deus está nesta causa. ,0
@_carmeloneto  os 'cumpanhero' quebraram todas as regras.,0
@gabrisinhas @leolimaduarte a branca privilegiada vai trabalhar onde quiser pois a cor da pele não vai impedi-la de conseguir um bom job ,0
@mariacamargo_ @karlariane só tenho o primeiro júlia mora em santos 15 anos fã de 1d. difícil.,0
@slbenfica as mulheres conseguem tudo vestidas de vermelho e branco conseguem ainda mais! #diadamulher ,0
o iran está dominando cada vez mais o iraque após os eua ter desperdiçado três trilhões de dólares lá. obviamente há muito tempo atrás!,0
serei entrevistado por @oreillyfactor às 400 pm antes do pre-game show do #superbowl  na fox network. divirta-se! ,0
o sus está sucateado não consegue atender o cidadão com problemas graves de saúde não tem medicamento os... ,0
@macsanto777 nazista é contra judeu e negro. bolsonaro é a favor de judeu-israel e o sogro dele é o paulo negao..pesquisa na net,0
@viktortora intervenção de joão pais do amaral ,0
@tpjaros não. a lei da imigração abre as fronteiras do brasil para refugiados e libera a onu para emitir vistos tirando autonomia da pf.,0
@lariinrio @sanfs_ o meu ta assim tbm,0
a gloria alvarez arrebenta! o discurso dela na cpac 2016 foi sensacional!  ,0
@ronizeppelin pode crer ofensivo isso,0
boicote mediático ao pnr crime no jornalismo veja o vídeo  ,0
o racismo só vai acabar quando deixar de existir homem branco ou homem negro e passar a existir apenas homem,0
não gente poderiam ter sido 2 criticas mesmo. não se prendem a isso não. ,0
mais um caso de carecafobia. até quando? ,0
ora ora temos um passado bem sujo aqui ,0
nossa g1 que preconceito ta dizendo que as mulheres são incapazes de fazer um curso mais complexo? pq não existe ne _ ,0
@coment4dor @misscaviar @politzoficial serve a sua nação e a defesa de seus valores ,0
o plano de recapitalização da cgd vai custar seis mil milhões de euros  ,0
sou gorda sou feia se sentar em cima eu esmago,0
@famel_zundapp eu também já tive um colchão assim...,0
@dnoticiaspt  +1 'tolerante' arrogante que se julga superior aos 'labregos'. o teu sistema tem os dias contados. ag _ ,0
@jmnoticia especialistas discutem influência de ciência e religião na psicologia cristã   @marisa_lobo @marcofel _,0
@renatuuus q fodas hein amigo...,0
#educação gratuita para todos e liberdade de escolha  #pnr #escolas ,0
dia de portugal - 2016  via @youtube,0
@jornaloglobo senado pede reforço da casa branca após mais ameaças a centros judaicos. ,0
@jnflesch caralho queria ficar no palco do strokes o dia todo pra pegar grade mas duran duran nao vai tocar no mesmo que porra da angola,0
@jumagalhaesbh a maior prova da honestidade do @jairbolsonaro é a quantidade de votos que ele teve na câmara.,0
pela primeira vez o #pnr presente em #coimbra nas autárquicas. coimbra terá assim mais encanto! @vitormramalho _ ,0
isso tudo aí só se for em cuba ,0
@joaquinvoltou sociológo chora filósofo passa mal chega de fala merda na sala de aula pra isso tem a rede social,0
os 'média' são um pilar do sistema que combatemos. deles só se podemos esperar mentira eou omissão. #fakenews _ ,0
cheirinho de hexa,0
reação da esquerda quando o fotografo invadiu a privacidade do @jairbolsonaro e do @bolsonarosp  -  'ok' 'hahahha fascistas' e etc...,0
@rpsantos1970 é curioso o orçamento para 2017 da #cmb. chapa ganha chapa gasta. siga! #barreiro #autárquicas2017 #pcp #renovarportuga _,0
@inesbolsonaro vem meteoro essa geração fracassou ,0
@catarinamatos feliz dia mundial da rádio! ,0
vcs se ofendem com tudo não sabe brincar devolve as barbie,0
@tonhodrinks mas vai um questionamento tonho. será que eles não iam se comportar igual os refugiados cubanos na flórida?,0
mais cristãos sendo atacados na áfrica pelo estado islâmico. ,0
acho q a menina do restaurante da frente é sapatão kkkkkk fica me olhando,0
estamos a crescer. assim continuaremos. cada vez mais! #pnr ,0
boa noite abortistas!!! cuidado com o empoderamento hem! não vão morrer com a agulha de crochê! fica a dica!,0
@karlariane ela ta te zoando. ela não liga. acho bom denunciar mas ninguém sabe direito quem ela é.,0
boulos líder de terrorismo de esquerda foi preso essa semana. justiceiros de movimentos sociais ligados a boulos lamentam sua prisão.,0
fotos inéditas de um rapaz de bem desavisado que viu metade do programa #amoresexo antes de desligar a tv ,0
@mvsmotta hahahahahahaha duvido que vou viver pra isso,0
@estadao trump demitiu o cara por que a audiência do aprendiz tava caindo!  correto!,0
@cicibranco @uolnoticias @uol burra pq não concordo com vcs? pensei q a mulher fosse livre. ah é...a liberdade acaba quando discordam d vcs,0
mas aí não tem como dormir agora então contando q eu vou tentar dormir agora e vou conseguir dormir em 1hr tenho q _ ,0
@doutormadureira lá porque o dr.árbitro luís ferreira foi o advogado de defesa dos árbitros corruptos condenados no 'apito dourado' não _,0
promoção do dia  vende-se rosas do deserto ! idade 08 meses cores mistas  do branco ao rubro simples e... ,0
